maneuver_id,split,scene_key,source_shard,record_index,is_chained,lane_chain_length,steps_executed,termination_reason,terminated,truncated,exception,nan_or_inf_observed,nan_or_inf_detail,downstream_status_counts,chain_advanced_count,final_active_transition_index,transition_index_out_of_bounds,success,collision,offroad,wall_time_s
MAN_0115,train,training_tfexample.tfrecord-00006-of-01000#486,training_tfexample.tfrecord-00006-of-01000,486,False,2,10,success,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 10, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,9.386486492992844
MAN_0117,train,training_tfexample.tfrecord-00006-of-01000#506,training_tfexample.tfrecord-00006-of-01000,506,False,2,23,success,True,False,,False,,"{""OK"": 18, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 5, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,19.5447021650034
MAN_0118,train,training_tfexample.tfrecord-00007-of-01000#53,training_tfexample.tfrecord-00007-of-01000,53,False,2,17,success,True,False,,False,,"{""OK"": 17, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,12.378111207974143
MAN_0119,train,training_tfexample.tfrecord-00007-of-01000#54,training_tfexample.tfrecord-00007-of-01000,54,False,2,84,failure_collision,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 84, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,40.18720620399108
MAN_0121,train,training_tfexample.tfrecord-00007-of-01000#97,training_tfexample.tfrecord-00007-of-01000,97,False,2,40,success,True,False,,False,,"{""OK"": 40, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,28.68897779600229
MAN_0123,train,training_tfexample.tfrecord-00007-of-01000#119,training_tfexample.tfrecord-00007-of-01000,119,False,2,17,success,True,False,,False,,"{""OK"": 8, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 9, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,11.323393505008426
MAN_0124,train,training_tfexample.tfrecord-00007-of-01000#141,training_tfexample.tfrecord-00007-of-01000,141,False,2,14,failure_collision,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 8, ""COLLISION_BLOCKED"": 6, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,7.670455417013727
MAN_0125,train,training_tfexample.tfrecord-00007-of-01000#273,training_tfexample.tfrecord-00007-of-01000,273,False,2,26,success,True,False,,False,,"{""OK"": 26, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,19.414878773968667
MAN_0126,train,training_tfexample.tfrecord-00007-of-01000#276,training_tfexample.tfrecord-00007-of-01000,276,False,2,24,failure_collision,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 24, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,14.057826837000903
MAN_0127,train,training_tfexample.tfrecord-00007-of-01000#306,training_tfexample.tfrecord-00007-of-01000,306,False,2,20,success,True,False,,False,,"{""OK"": 15, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 5, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,15.530953961948399
MAN_0128,train,training_tfexample.tfrecord-00007-of-01000#337,training_tfexample.tfrecord-00007-of-01000,337,False,2,44,failure_collision,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 39, ""COLLISION_BLOCKED"": 5, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,22.07255406997865
MAN_0129,train,training_tfexample.tfrecord-00007-of-01000#340,training_tfexample.tfrecord-00007-of-01000,340,False,2,21,success,True,False,,False,,"{""OK"": 17, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 4, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,16.144798671011813
MAN_0130,train,training_tfexample.tfrecord-00007-of-01000#344,training_tfexample.tfrecord-00007-of-01000,344,False,2,30,success,True,False,,False,,"{""OK"": 28, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 2, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,22.653618383978028
MAN_0131,train,training_tfexample.tfrecord-00007-of-01000#366,training_tfexample.tfrecord-00007-of-01000,366,False,2,14,success,True,False,,False,,"{""OK"": 14, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,13.094762118998915
MAN_0133,train,training_tfexample.tfrecord-00007-of-01000#387,training_tfexample.tfrecord-00007-of-01000,387,False,2,26,success,True,False,,False,,"{""OK"": 26, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,20.239076244994067
MAN_0134,train,training_tfexample.tfrecord-00007-of-01000#404,training_tfexample.tfrecord-00007-of-01000,404,False,2,23,success,True,False,,False,,"{""OK"": 23, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,18.891796242038254
MAN_0135,train,training_tfexample.tfrecord-00008-of-01000#11,training_tfexample.tfrecord-00008-of-01000,11,False,2,17,success,True,False,,False,,"{""OK"": 17, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,11.555828785989434
MAN_0136,train,training_tfexample.tfrecord-00008-of-01000#15,training_tfexample.tfrecord-00008-of-01000,15,False,2,82,truncation_horizon,False,True,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 70, ""COLLISION_BLOCKED"": 12, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,False,False,39.94269496499328
MAN_0137,train,training_tfexample.tfrecord-00008-of-01000#45,training_tfexample.tfrecord-00008-of-01000,45,False,2,24,failure_collision,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 11, ""COLLISION_BLOCKED"": 13, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,11.160944411996752
MAN_0138,train,training_tfexample.tfrecord-00008-of-01000#130,training_tfexample.tfrecord-00008-of-01000,130,False,2,23,failure_collision,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 9, ""COLLISION_BLOCKED"": 14, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,11.776741914974991
MAN_0141,train,training_tfexample.tfrecord-00008-of-01000#229,training_tfexample.tfrecord-00008-of-01000,229,False,2,23,success,True,False,,False,,"{""OK"": 23, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,17.454574650968425
MAN_0144,train,training_tfexample.tfrecord-00008-of-01000#304,training_tfexample.tfrecord-00008-of-01000,304,False,2,87,truncation_horizon,False,True,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 87, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,False,False,43.109108682954684
MAN_0148,train,training_tfexample.tfrecord-00008-of-01000#400,training_tfexample.tfrecord-00008-of-01000,400,False,2,21,success,True,False,,False,,"{""OK"": 21, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,17.28436867997516
MAN_0149,train,training_tfexample.tfrecord-00008-of-01000#422,training_tfexample.tfrecord-00008-of-01000,422,False,2,90,truncation_horizon,False,True,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 83, ""COLLISION_BLOCKED"": 7, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,False,False,46.14989882404916
MAN_0150,train,training_tfexample.tfrecord-00008-of-01000#430,training_tfexample.tfrecord-00008-of-01000,430,False,2,16,success,True,False,,False,,"{""OK"": 16, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,14.762735682015773
MAN_0154,train,training_tfexample.tfrecord-00009-of-01000#178,training_tfexample.tfrecord-00009-of-01000,178,False,2,25,failure_collision,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 24, ""COLLISION_BLOCKED"": 1, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,12.727815605991054
MAN_0156,train,training_tfexample.tfrecord-00009-of-01000#220,training_tfexample.tfrecord-00009-of-01000,220,False,2,16,success,True,False,,False,,"{""OK"": 16, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,12.955482422024943
MAN_0157,train,training_tfexample.tfrecord-00009-of-01000#223,training_tfexample.tfrecord-00009-of-01000,223,False,2,27,failure_collision,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 27, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,13.568431193009019
MAN_0158,train,training_tfexample.tfrecord-00009-of-01000#228,training_tfexample.tfrecord-00009-of-01000,228,False,2,9,failure_offroad,True,False,,False,,"{""OK"": 5, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 4, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,False,True,7.45430113497423
MAN_0160,train,training_tfexample.tfrecord-00009-of-01000#267,training_tfexample.tfrecord-00009-of-01000,267,False,2,64,failure_collision,True,False,,False,,"{""OK"": 14, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 35, ""COLLISION_BLOCKED"": 15, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,39.229992759996094
MAN_0161,train,training_tfexample.tfrecord-00009-of-01000#302,training_tfexample.tfrecord-00009-of-01000,302,True,3,23,success,True,False,,False,,"{""OK"": 23, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",1,1,False,True,False,False,18.44009988801554
MAN_0162,train,training_tfexample.tfrecord-00009-of-01000#321,training_tfexample.tfrecord-00009-of-01000,321,False,2,58,success,True,False,,False,,"{""OK"": 58, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,42.54372328903992
MAN_0163,train,training_tfexample.tfrecord-00009-of-01000#358,training_tfexample.tfrecord-00009-of-01000,358,False,2,24,success,True,False,,False,,"{""OK"": 16, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 8, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,17.09772120701382
MAN_0165,train,training_tfexample.tfrecord-00009-of-01000#373,training_tfexample.tfrecord-00009-of-01000,373,False,2,26,failure_collision,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 24, ""COLLISION_BLOCKED"": 2, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,15.798463908024132
MAN_0167,train,training_tfexample.tfrecord-00009-of-01000#407,training_tfexample.tfrecord-00009-of-01000,407,False,2,47,success,True,False,,False,,"{""OK"": 47, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,37.36778981500538
MAN_0168,train,training_tfexample.tfrecord-00009-of-01000#436,training_tfexample.tfrecord-00009-of-01000,436,False,2,15,success,True,False,,False,,"{""OK"": 15, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,14.825519407982938
MAN_0008,validation,training_tfexample.tfrecord-00000-of-01000#103,training_tfexample.tfrecord-00000-of-01000,103,False,2,16,success,True,False,,False,,"{""OK"": 10, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 6, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,10.828193182998803
MAN_0009,validation,training_tfexample.tfrecord-00000-of-01000#119,training_tfexample.tfrecord-00000-of-01000,119,False,2,20,success,True,False,,False,,"{""OK"": 20, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,15.05177293997258
MAN_0011,validation,training_tfexample.tfrecord-00000-of-01000#147,training_tfexample.tfrecord-00000-of-01000,147,False,2,45,truncation_horizon,False,True,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 45, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,False,False,21.40672948700376
MAN_0012,validation,training_tfexample.tfrecord-00000-of-01000#169,training_tfexample.tfrecord-00000-of-01000,169,False,2,14,success,True,False,,False,,"{""OK"": 14, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,10.701570642995648
MAN_0014,validation,training_tfexample.tfrecord-00000-of-01000#290,training_tfexample.tfrecord-00000-of-01000,290,False,2,64,success,True,False,,False,,"{""OK"": 60, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 4, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,54.94658086198615
MAN_0017,validation,training_tfexample.tfrecord-00001-of-01000#80,training_tfexample.tfrecord-00001-of-01000,80,False,2,26,success,True,False,,False,,"{""OK"": 26, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,17.66797291301191
MAN_0019,validation,training_tfexample.tfrecord-00001-of-01000#124,training_tfexample.tfrecord-00001-of-01000,124,False,2,11,success,True,False,,False,,"{""OK"": 3, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 8, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,6.915159496013075
MAN_0021,validation,training_tfexample.tfrecord-00001-of-01000#214,training_tfexample.tfrecord-00001-of-01000,214,False,2,18,success,True,False,,False,,"{""OK"": 18, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,14.483555050974246
MAN_0024,validation,training_tfexample.tfrecord-00001-of-01000#346,training_tfexample.tfrecord-00001-of-01000,346,False,2,11,success,True,False,,False,,"{""OK"": 11, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,10.531732299015857
MAN_0027,validation,training_tfexample.tfrecord-00002-of-01000#70,training_tfexample.tfrecord-00002-of-01000,70,False,2,21,success,True,False,,False,,"{""OK"": 7, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 14, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,11.73615334002534
MAN_0029,validation,training_tfexample.tfrecord-00002-of-01000#182,training_tfexample.tfrecord-00002-of-01000,182,False,2,20,failure_collision,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 20, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,10.817288232035935
MAN_0030,validation,training_tfexample.tfrecord-00002-of-01000#285,training_tfexample.tfrecord-00002-of-01000,285,False,2,27,success,True,False,,False,,"{""OK"": 27, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,23.15624745003879
MAN_0031,validation,training_tfexample.tfrecord-00002-of-01000#302,training_tfexample.tfrecord-00002-of-01000,302,False,2,25,failure_collision,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 25, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,13.623521106026601
MAN_0032,validation,training_tfexample.tfrecord-00002-of-01000#308,training_tfexample.tfrecord-00002-of-01000,308,False,2,32,truncation_horizon,False,True,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 32, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,False,False,18.23901553999167
MAN_0034,validation,training_tfexample.tfrecord-00002-of-01000#380,training_tfexample.tfrecord-00002-of-01000,380,False,2,29,failure_offroad,True,False,,False,,"{""OK"": 15, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 14, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,False,True,20.495183473045472
MAN_0039,validation,training_tfexample.tfrecord-00003-of-01000#124,training_tfexample.tfrecord-00003-of-01000,124,False,2,10,success,True,False,,False,,"{""OK"": 8, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 2, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,7.648108643013984
MAN_0040,validation,training_tfexample.tfrecord-00003-of-01000#124,training_tfexample.tfrecord-00003-of-01000,124,False,2,20,success,True,False,,False,,"{""OK"": 20, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,15.101088642026298
MAN_0041,validation,training_tfexample.tfrecord-00003-of-01000#216,training_tfexample.tfrecord-00003-of-01000,216,True,3,60,success,True,False,,False,,"{""OK"": 60, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",1,1,False,True,False,False,45.4121643009712
MAN_0048,validation,training_tfexample.tfrecord-00003-of-01000#345,training_tfexample.tfrecord-00003-of-01000,345,False,2,17,failure_collision,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 15, ""COLLISION_BLOCKED"": 2, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,10.855985030008014
MAN_0053,validation,training_tfexample.tfrecord-00003-of-01000#474,training_tfexample.tfrecord-00003-of-01000,474,False,2,28,success,True,False,,False,,"{""OK"": 28, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,22.738987963006366
MAN_0060,validation,training_tfexample.tfrecord-00004-of-01000#156,training_tfexample.tfrecord-00004-of-01000,156,False,2,27,failure_collision,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 20, ""COLLISION_BLOCKED"": 7, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,13.282724000979215
MAN_0061,validation,training_tfexample.tfrecord-00004-of-01000#163,training_tfexample.tfrecord-00004-of-01000,163,False,2,75,truncation_horizon,False,True,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 73, ""COLLISION_BLOCKED"": 2, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,False,False,35.51258582097944
MAN_0072,validation,training_tfexample.tfrecord-00004-of-01000#293,training_tfexample.tfrecord-00004-of-01000,293,False,2,25,success,True,False,,False,,"{""OK"": 17, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 8, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,17.60634110303363
MAN_0075,validation,training_tfexample.tfrecord-00004-of-01000#329,training_tfexample.tfrecord-00004-of-01000,329,False,2,20,success,True,False,,False,,"{""OK"": 10, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 10, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,14.929456753015984
MAN_0087,validation,training_tfexample.tfrecord-00005-of-01000#159,training_tfexample.tfrecord-00005-of-01000,159,False,2,37,failure_collision,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 34, ""COLLISION_BLOCKED"": 3, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,18.014059964043554
MAN_0088,validation,training_tfexample.tfrecord-00005-of-01000#167,training_tfexample.tfrecord-00005-of-01000,167,False,2,18,success,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 18, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,10.739245543023571
MAN_0090,validation,training_tfexample.tfrecord-00005-of-01000#187,training_tfexample.tfrecord-00005-of-01000,187,False,2,16,failure_collision,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 15, ""COLLISION_BLOCKED"": 1, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,9.047627169988118
MAN_0092,validation,training_tfexample.tfrecord-00005-of-01000#266,training_tfexample.tfrecord-00005-of-01000,266,False,2,19,success,True,False,,False,,"{""OK"": 19, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,14.731773946958128
MAN_0094,validation,training_tfexample.tfrecord-00006-of-01000#5,training_tfexample.tfrecord-00006-of-01000,5,False,2,14,success,True,False,,False,,"{""OK"": 9, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 5, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,8.831586917978711
MAN_0097,validation,training_tfexample.tfrecord-00006-of-01000#35,training_tfexample.tfrecord-00006-of-01000,35,False,2,24,success,True,False,,False,,"{""OK"": 14, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 10, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,13.852245678019244
MAN_0098,validation,training_tfexample.tfrecord-00006-of-01000#65,training_tfexample.tfrecord-00006-of-01000,65,False,2,52,success,True,False,,False,,"{""OK"": 52, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,39.75687118596397
MAN_0099,validation,training_tfexample.tfrecord-00006-of-01000#185,training_tfexample.tfrecord-00006-of-01000,185,False,2,52,failure_collision,True,False,,False,,"{""OK"": 33, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 6, ""COLLISION_BLOCKED"": 13, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,36.084051079000346
MAN_0100,validation,training_tfexample.tfrecord-00006-of-01000#189,training_tfexample.tfrecord-00006-of-01000,189,False,2,40,truncation_horizon,False,True,,False,,"{""OK"": 37, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 3, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,False,False,26.84584301803261
MAN_0101,validation,training_tfexample.tfrecord-00006-of-01000#229,training_tfexample.tfrecord-00006-of-01000,229,False,2,18,success,True,False,,False,,"{""OK"": 18, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,13.54263770597754
MAN_0102,validation,training_tfexample.tfrecord-00006-of-01000#229,training_tfexample.tfrecord-00006-of-01000,229,False,2,22,success,True,False,,False,,"{""OK"": 22, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,16.92549486696953
MAN_0104,validation,training_tfexample.tfrecord-00006-of-01000#239,training_tfexample.tfrecord-00006-of-01000,239,False,2,23,failure_collision,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 15, ""COLLISION_BLOCKED"": 8, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,12.57610998902237
MAN_0105,validation,training_tfexample.tfrecord-00006-of-01000#239,training_tfexample.tfrecord-00006-of-01000,239,False,2,29,failure_collision,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 29, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,14.61143195600016
MAN_0108,validation,training_tfexample.tfrecord-00006-of-01000#332,training_tfexample.tfrecord-00006-of-01000,332,False,2,58,success,True,False,,False,,"{""OK"": 43, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 0, ""COLLISION_BLOCKED"": 15, ""CONTROLLER_FAILURE"": 0}",0,0,False,True,False,False,45.56207155203447
MAN_0112,validation,training_tfexample.tfrecord-00006-of-01000#404,training_tfexample.tfrecord-00006-of-01000,404,False,2,19,failure_collision,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 19, ""COLLISION_BLOCKED"": 0, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,12.09301377099473
MAN_0113,validation,training_tfexample.tfrecord-00006-of-01000#455,training_tfexample.tfrecord-00006-of-01000,455,False,2,34,failure_collision,True,False,,False,,"{""OK"": 0, ""INVALID_REFERENCE"": 0, ""PLANNER_INFEASIBLE"": 30, ""COLLISION_BLOCKED"": 4, ""CONTROLLER_FAILURE"": 0}",0,0,False,False,True,False,18.837645173014607
